pdbid,-logKd/Ki,Kd/Ki
4x13,3.3,Kd=0.5mM
1i2s,3.31,Ki=490uM
1pzp,3.31,Ki=490uM
3msc,3.31,IC50=484.2uM
4kc2,3.31,IC50=493uM
5c7a,3.31,IC50=495uM
1pzo,3.32,Ki=480uM
2wk6,3.32,Ki=0.48mM
4a4e,3.32,Kd=0.476mM
4cjp,3.32,Kd=481uM
4i7j,3.32,Kd=480uM
188l,3.33,Kd=470uM
1jlr,3.33,Kd=465uM
2a3b,3.33,IC50=469uM
2pnc,3.33,Ki=466uM
4ab9,3.33,Kd=466uM
4b0b,3.33,Kd=0.47mM
4b5t,3.33,Kd=0.47mM
4b5w,3.33,Kd=0.47mM
4k2y,3.33,IC50=470uM
4pd9,3.33,Kd=470uM
2xoi,3.34,Ki=0.46mM
3f33,3.34,Kd=0.46mM
3ry8,3.34,Kd=460uM
4b32,3.34,Kd=0.46mM
4bt4,3.34,Ki=0.46mM
4cp5,3.34,Kd=452uM
4gwk,3.34,Kd=460uM
4yuy,3.34,IC50=460uM
2qcm,3.35,IC50=450uM
3c2o,3.35,Kd=0.45mM
3pwk,3.35,Ki=0.45mM
3zxe,3.35,Kd=450uM
4gnf,3.35,Kd=450uM
4joh,3.35,Ki=450uM
4lkq,3.35,Ki=450uM
4ucu,3.35,IC50=447uM
4wet,3.35,Kd=444uM
1ahy,3.36,Kd=440uM
2ha7,3.36,Kd=440uM
2pvv,3.36,IC50=438uM
2vc7,3.36,Ki=432.7uM
3av9,3.36,IC50=435uM
3zzh,3.36,IC50=0.44mM
4cj4,3.36,Kd=432uM
4wyp,3.36,Kd=440uM
187l,3.37,Kd=422uM
1tnh,3.37,Ki=0.43mM
1v2u,3.37,Ki=427uM
1v2v,3.37,Ki=427uM
2c6g,3.37,IC50=428uM
3d8z,3.37,Ki=423uM
3n35,3.37,Kd=431uM
4b33,3.37,Kd=0.43mM
4mrd,3.37,Kd=428uM
1z34,3.38,IC50=0.42mM
2fzg,3.38,Ki=420uM
3a73,3.38,Kd=420uM
3tay,3.38,Kd=0.42mM
3w07,3.38,Kd=0.42mM
4qll,3.38,Ki=0.42mM
1toj,3.39,Kd=0.41mM
2j9h,3.39,Ki=410uM
3mrx,3.39,IC50=406.5uM
4ipn,3.39,Kd=408.7uM
4lhm,3.39,Ki=0.41mM
4ms0,3.39,Ki=410uM
1bxr,3.4,Ki=0.4mM
1f8d,3.4,Ki=400uM
1hxk,3.4,IC50=400uM
1ikt,3.4,Kd=400uM
1il9,3.4,IC50=0.40mM
1jt1,3.4,Ki=400uM
1l83,3.4,Kd=0.40mM
1m83,3.4,Kd=0.4mM
1uz4,3.4,Ki=400uM
1way,3.4,IC50=400uM
220l,3.4,Kd=0.4mM
223l,3.4,Kd=0.4mM
2jbu,3.4,IC50=400uM
2jqk,3.4,Kd=402uM
2q8i,3.4,IC50=400uM
2qcd,3.4,IC50=400uM
2rnx,3.4,Kd=402uM
2vvp,3.4,Ki=0.4mM
3d8y,3.4,Ki=396uM
3jzh,3.4,Kd=400uM
3k26,3.4,Kd=400uM
4abe,3.4,Kd=400uM
5afl,3.4,IC50=398uM
2v2c,3.41,Ki=0.39mM
3nba,3.41,Ki=388uM
4yas,3.41,Ki=0.39mM
1hyz,3.42,IC50=380uM
2qtn,3.42,Kd=382uM
2sim,3.42,Ki=0.38mM
2w08,3.42,Kd=380uM
3iob,3.42,Kd=380uM
3kqp,3.42,Kd=380uM
3muk,3.42,Kd=380uM
3px9,3.42,IC50=380uM
4c71,3.42,Ki=384.0uM
4d8a,3.42,IC50=376uM
4llj,3.42,Ki=380uM
4mi9,3.42,Ki=376.87uM
4n8q,3.42,Ki=380uM
1kti,3.43,Ki=370uM
1ywi,3.43,Kd=371uM
2c57,3.43,Ki=370uM
2wig,3.43,Kd=370uM
2xog,3.43,Ki=0.37mM
3axz,3.43,Kd=372uM
3ms7,3.43,IC50=370uM
4k67,3.43,Kd=372uM
4kw6,3.43,IC50=374uM
2xp5,3.44,IC50=360uM
3as2,3.44,IC50=360uM
4b4n,3.44,Kd=362uM
4umc,3.44,Ki=360uM
3nik,3.45,Kd=358.8uM
4c6z,3.45,Ki=357.0uM
1moq,3.46,Ki=0.35mM
1t48,3.46,IC50=350uM
1wcc,3.46,IC50=350uM
2wi2,3.46,IC50=350uM
2wi3,3.46,IC50=350uM
2zfi,3.46,Ki=350uM
3blu,3.46,Ki=0.35mM
3dla,3.46,Kd=0.35mM
3muz,3.46,Ki=0.35mM
3nil,3.46,Kd=343.2uM
3nuy,3.46,IC50=345uM
4bhf,3.46,IC50=343uM
4gby,3.46,Kd=0.35mM
4k5p,3.46,Ki=345uM
4nrq,3.46,IC50=347.2uM
4qp6,3.46,Kd=343uM
4tz2,3.46,Kd=350uM
3mtd,3.47,IC50=340.5uM
3nf7,3.47,IC50=340uM
3ta0,3.47,Kd=338uM
4d2d,3.47,IC50=340uM
4epy,3.47,Kd=340uM
4h42,3.47,Ki=341uM
5ai4,3.47,IC50=337.1uM
1osv,3.48,Kd=330uM
1tsi,3.48,Ki=0.33mM
2c90,3.48,IC50=330uM
2f10,3.48,Ki=0.33mM
2p3i,3.48,Kd=0.33mM
3d9m,3.48,Kd=330uM
3g1d,3.48,Ki=330uM
3gx0,3.48,Kd=330uM
3nyd,3.48,Ki=330uM
4k7n,3.48,Kd=330uM
1c5o,3.49,Ki=320uM
1gzc,3.49,Kd=0.32mM
1pzj,3.49,IC50=0.32mM
1utn,3.49,Kd=0.321mM
2ggx,3.49,IC50=0.32mM
2qcf,3.49,IC50=320uM
3d1v,3.49,Kd=0.324mM
4avs,3.49,Kd=322uM
4b5s,3.49,Kd=0.32mM
4nyj,3.49,Kd=322uM
5ak6,3.49,IC50=326.4uM
3fcl,3.5,IC50=315uM
4i7p,3.5,Kd=317uM
4n3w,3.5,Ki=315uM
4wey,3.5,Kd=318uM
1gz9,3.51,Kd=0.31mM
2ohm,3.51,IC50=310uM
2r0h,3.51,Kd=310uM
3nus,3.51,IC50=311uM
4lpf,3.51,Ki=310uM
5cp9,3.51,Kd=0.31mM
1imx,3.52,Kd=300uM
1jys,3.52,Ki=300uM
1o4d,3.52,IC50=0.3mM
1o4f,3.52,IC50=0.3mM
1ysg,3.52,Kd=0.30mM
2fyv,3.52,IC50=0.3mM
2j27,3.52,Ki=0.3mM
2vw1,3.52,Ki=0.3mM
3c14,3.52,Ki=300uM
3lcu,3.52,Kd=300uM
3mfw,3.52,Ki=300uM
3qw6,3.52,IC50=300uM
3tf7,3.52,Kd~300uM
3zlv,3.52,IC50=300uM
3zly,3.52,IC50=300uM
4c70,3.52,Ki=305uM
4g93,3.52,Kd=300uM
4hv7,3.52,IC50=300uM
4mrz,3.52,Ki=300uM
4oyo,3.52,IC50>300uM
2b4m,3.53,Kd=295uM
2y67,3.53,IC50=292uM
3avf,3.53,IC50=295.0uM
3h06,3.53,IC50=292uM
3nf6,3.53,IC50=295uM
4eh3,3.53,IC50=292uM
4nmr,3.53,Kd=298uM
4orx,3.53,Kd=297uM
4ory,3.53,Kd=297uM
185l,3.54,Kd=290uM
1vjd,3.54,Kd=0.286mM
2jbv,3.54,Kd=0.29mM
2o9v,3.54,Kd=288uM
3blt,3.54,Ki=0.29mM
3bm8,3.54,Ki=0.29mM
3nf9,3.54,IC50=290uM
3obq,3.54,Kd=290uM
4gng,3.54,Kd=290uM
1v2r,3.55,Ki=278.96uM
2ay3,3.55,Kd=0.28mM
2cle,3.55,Kd=280uM
2clf,3.55,Kd=280uM
2clm,3.55,Kd=280uM
2hwg,3.55,Ki=0.28mM
2qwc,3.55,Ki=280uM
2xah,3.55,Ki=284uM
3pjg,3.55,Ki=283uM
3qvu,3.55,Ki=283uM
4aji,3.55,Kd=280uM
4k3m,3.55,Kd=281.2uM
4mjr,3.55,Ki=283uM
4n98,3.55,Ki=280uM
4nym,3.55,Kd=279uM
5av0,3.55,IC50=280uM
5btx,3.55,Kd=280uM
2hrm,3.56,Kd=278.5uM
2lsp,3.56,Ki=274uM
2ycm,3.56,IC50=274uM
4joe,3.56,Ki=275uM
1h46,3.57,Ki=270uM
1jwm,3.57,Kd=270uM
1np0,3.57,Ki=270uM
2l1r,3.57,Kd=270uM
2rly,3.57,Kd=270uM
3ej5,3.57,IC50=0.27mM
3ff3,3.57,Ki=270uM
4ck3,3.57,Kd=268uM
4ibb,3.57,Kd=270.7uM
4q8x,3.57,Ki=270uM
4xm7,3.57,IC50=267uM
1vjc,3.58,Kd=0.263mM
4g19,3.58,IC50=261.5uM
4y63,3.58,Ki=261uM
1gww,3.59,Kd=0.258mM
1nli,3.59,Kd=260uM
2gsu,3.59,Ki=260uM
2nn8,3.59,Kd=260uM
2pgj,3.59,IC50=0.26mM
2pgl,3.59,IC50=0.26mM
3sl1,3.59,Kd=260uM
4cd6,3.59,Ki=0.26mM
4cjq,3.59,Kd=256uM
4k3r,3.59,Kd=259.1uM
4q7v,3.59,Ki=260uM
1bo5,3.6,Ki=0.25mM
1d1p,3.6,Ki=0.25mM
1d7i,3.6,Kd=250uM
1qw7,3.6,Ki=0.25mM
1uys,3.6,Ki=0.25mM
1w31,3.6,Ki=0.25mM
1zd4,3.6,IC50=253uM
2bgr,3.6,Ki=250uM
2fzk,3.6,Ki=250uM
2oq6,3.6,IC50=250uM
2q6h,3.6,IC50=250uM
2qch,3.6,IC50=250uM
2qpu,3.6,Kd=0.25mM
2wp1,3.6,Kd=251uM
2xdk,3.6,Kd=250uM
2y68,3.6,IC50=253uM
3afk,3.6,Kd=251.89uM
3b3x,3.6,Ki=250uM
3bb1,3.6,Kd=0.25mM
3g0i,3.6,Ki=250uM
3jdw,3.6,Ki=253uM
3kn0,3.6,IC50=250uM
3m3o,3.6,Kd=250.63uM
3pke,3.6,IC50>250uM
3t2p,3.6,Ki=0.25mM
4b3b,3.6,Kd=250uM
4c1y,3.6,Kd=251uM
4meo,3.6,IC50=250uM
4meq,3.6,IC50=250uM
8gpb,3.6,Kd=0.25mM
1g9s,3.61,Ki=247uM
2kff,3.61,Kd=245uM
2l98,3.61,Kd=243uM
2vfz,3.61,Ki=245uM
3ftu,3.61,IC50=247uM
3jzj,3.61,Kd=248uM
3sk2,3.61,Kd=244uM
4a4c,3.61,Kd=244uM
4ln2,3.61,Kd=248uM
4qp1,3.61,Kd=247uM
5c91,3.61,Ki=245.8uM
1pb9,3.62,Ki=241uM
3pcc,3.62,Ki=240uM
3st6,3.62,Ki=240uM
3udj,3.62,IC50=242uM
4fxj,3.62,IC50=240uM
4nrc,3.62,IC50=241uM
4rrf,3.62,Kd=239.2uM
4wy3,3.62,IC50=240uM
4yym,3.62,Kd=240uM
3fuj,3.63,IC50=234uM
3jpx,3.63,Kd=235uM
3rxm,3.63,IC50=232uM
4mm7,3.63,Ki=235.5uM
5dqe,3.63,Kd=234uM
1gyy,3.64,Ki=230uM
1j5i,3.64,Kd=230uM
2azr,3.64,Ki=230uM
2pem,3.64,Kd=230uM
2qwg,3.64,IC50=230uM
2rk8,3.64,Ki=230uM
3px8,3.64,IC50=230uM
4bdi,3.64,IC50=227.7uM
4gui,3.64,Kd=0.23mM
4iuo,3.64,Kd=0.23mM
1b9v,3.65,IC50=224uM
3vws,3.65,Kd=225uM
4agl,3.65,Kd=225uM
4y4v,3.65,Kd=224uM
1l6y,3.66,IC50=0.22mM
2qv7,3.66,Kd=219uM
2rny,3.66,Kd=218uM
3buh,3.66,Kd=220uM
3ex6,3.66,Ki=220uM
3iny,3.66,Kd=217uM
3oy8,3.66,Kd=220uM
3pcn,3.66,Kd=220uM
3t2q,3.66,Ki=0.22mM
3tsd,3.66,Ki=218uM
4aia,3.66,Kd=220uM
4fl2,3.66,Kd=220uM
2bve,3.67,IC50=215uM
3fts,3.67,IC50=212uM
3h2m,3.67,IC50=215uM
3h2n,3.67,IC50=212.6uM
4ibd,3.67,Kd=214.6uM
4lnp,3.67,Kd=214uM
4mww,3.67,IC50=214770nM
4n99,3.67,Ki=216uM
1c3x,3.68,Ki=210uM
1qsc,3.68,Kd=210uM
2x6x,3.68,Kd=210uM
2za3,3.68,Ki=210uM
3ioc,3.68,Kd=210uM
3isj,3.68,Kd=210uM
3uwl,3.68,Ki=208uM
4aje,3.68,Kd=210uM
4io7,3.68,Kd=211uM
4isu,3.68,Ki=0.21mM
4mx1,3.68,IC50=209uM
4oru,3.68,Kd=210uM
1l2z,3.69,Kd=203uM
2a8g,3.69,Kd=205uM
3clp,3.69,Kd=205.1uM
3d7b,3.69,Ki=203uM
4gwi,3.69,Kd=202uM
4ovg,3.69,Ki=204uM
4tte,3.69,Kd=202uM
5ai0,3.69,IC50=206.4uM
1bcj,3.7,Kd=0.20mM
1e37,3.7,Ki=0.20mM
1fwu,3.7,Kd=0.20mM
1gz3,3.7,Ki=0.20mM
1gz4,3.7,Ki=0.2mM
1h0r,3.7,Ki=200uM
1i43,3.7,Ki=200uM
1loq,3.7,Ki=0.2mM
1pdz,3.7,Ki=0.2mM
1uy6,3.7,IC50>200uM
1uy7,3.7,IC50>200uM
1uyd,3.7,IC50>200uM
1uye,3.7,IC50>200uM
1w70,3.7,Kd=200uM
1wht,3.7,Ki=0.2mM
2bjm,3.7,Kd=200uM
2bmz,3.7,Kd=0.2mM
2bvr,3.7,Ki=200uM
2fx6,3.7,Ki=200uM
3ex2,3.7,IC50=200uM
3ful,3.7,IC50=199uM
3kd7,3.7,Kd=200uM
3l59,3.7,Kd=200uM
3mrt,3.7,IC50=200uM
3zlw,3.7,IC50=198uM
4ayt,3.7,Ki=0.2mM
4ayx,3.7,Ki=0.2mM
4b2d,3.7,Kd=0.20mM
4kza,3.7,Ki=0.2mM
4l7h,3.7,IC50>200uM
4l7j,3.7,IC50>200uM
4o4k,3.7,IC50=200uM
4pji,3.7,Kd>200uM
5c6o,3.7,Ki>200uM
5c6p,3.7,Ki>200uM
2vfk,3.71,Kd=194uM
3fj7,3.71,Kd=195uM
3g32,3.71,Ki=0.194mM
3wkc,3.71,IC50=195uM
4k5m,3.71,Ki=193uM
4mjq,3.71,Ki=193uM
1ai5,3.72,Ki=0.189mM
1fwv,3.72,Kd=0.19mM
1grp,3.72,Ki=0.189mM
1ugy,3.72,Kd=0.19mM
2am4,3.72,Ki=190uM
2h9p,3.72,Kd=192uM
2r23,3.72,Kd=190uM
2yde,3.72,IC50=189uM
3f5l,3.72,Ki=0.191mM
3ms2,3.72,IC50=192.4uM
3q6z,3.72,Kd=192uM
4jog,3.72,Ki=190uM
4tk1,3.72,Kd=190uM
4tk2,3.72,Kd=190uM
4tln,3.72,Ki=190uM
4ufm,3.72,Ki=190uM
1b2m,3.73,Kd=0.185mM
2vta,3.73,IC50=185uM
3ati,3.73,IC50=188uM
3fjg,3.73,Kd=187uM
3h91,3.73,Kd=185uM
3rxd,3.73,IC50=188uM
4fz3,3.73,Kd=184.3uM
4y5s,3.73,Kd~185uM
1f5k,3.74,Ki=180uM
1ihy,3.74,Ki=0.18mM
1oh4,3.74,Kd=0.18mM
2dwx,3.74,Kd=180uM
2wq5,3.74,Kd=180uM
2xp4,3.74,IC50=180uM
3kpv,3.74,Kd=180uM
3mrv,3.74,IC50=180uM
3v30,3.74,Kd=184uM
4bv2,3.74,Kd>180uM
4pre,3.74,Kd=180.5uM
4yux,3.74,IC50=180uM
2iyf,3.75,Ki=177.3uM
2pyi,3.75,Ki=179uM
3d6p,3.75,Ki=179uM
3gep,3.75,Ki=176.8uM
4kov,3.75,Kd=176.7uM
2x09,3.76,Ki=175uM
4c6x,3.76,Ki=175.4uM
4tu4,3.76,Kd=175uM
4w52,3.76,Kd=175uM
1kui,3.77,Ki=0.169mM
1mpl,3.77,Ki=0.17mM
2uuo,3.77,IC50=170uM
2v2h,3.77,Ki=0.17mM
2xaj,3.77,Ki=168uM
2y9g,3.77,Kd=170uM
3ao2,3.77,Kd=0.17mM
3fum,3.77,IC50=170uM
3hav,3.77,Ki=170uM
3kqm,3.77,Kd=170uM
3nuu,3.77,IC50=169uM
3s0j,3.77,IC50=169.9uM
3vi2,3.77,IC50=170uM
3wkd,3.77,IC50=171uM
4j86,3.77,Kd=170.9uM
4k8o,3.77,Kd=170uM
4q46,3.77,Kd=169uM
4w5a,3.77,Kd=170uM
3nq3,3.78,Kd=167uM
3qi3,3.78,IC50=164.2uM
4dhm,3.78,IC50=165uM
4klv,3.78,Kd=165.3uM
4tnw,3.78,Ki~167uM
1wbv,3.79,IC50=162uM
2clk,3.79,Kd=164uM
2xtk,3.79,IC50=164uM
4xqb,3.79,Kd=163.4uM
1kug,3.8,Ki=0.160mM
1li6,3.8,Kd=0.16mM
1nje,3.8,Kd=160uM
1ybo,3.8,Kd=0.16mM
2ggd,3.8,IC50=160uM
3as3,3.8,IC50=160uM
3nfk,3.8,Kd=160uM
3q2m,3.8,Ki=159uM
3t09,3.8,Ki=0.16mM
3vv6,3.8,IC50=157uM
3zlx,3.8,IC50=157uM
4ajl,3.8,Kd=160uM
4umr,3.8,IC50=160uM
5aib,3.8,IC50=160uM
1mxl,3.81,Kd=154uM
2hu6,3.81,Kd=154uM
2jup,3.81,Kd=156uM
2o9a,3.81,Kd=156.2uM
2ou7,3.81,IC50=155uM
3ai8,3.81,Ki=154.4uM
3lce,3.81,IC50=156uM
4q9s,3.81,IC50=156uM
1hn4,3.82,Kd=0.15mM
2gfj,3.82,IC50=150uM
3g2h,3.82,Ki=151.3uM
3sgt,3.82,IC50=150uM
3tiz,3.82,IC50>150uM
3ud5,3.82,Kd>150uM
4aba,3.82,Kd=153uM
4bks,3.82,Kd=150uM
4egi,3.82,IC50=150uM
4fl3,3.82,Kd=150uM
4keq,3.82,Ki=150uM
4mmm,3.82,Kd=150uM
4y2t,3.82,IC50=150uM
5d7e,3.82,Kd=150.6uM
1r0x,3.83,Kd=149uM
1r10,3.83,Kd=149uM
1yhm,3.83,IC50=147uM
2osf,3.83,Ki=148uM
4ozo,3.83,Ki=147uM
1bky,3.84,Kd=144uM
1j15,3.84,Ki=143uM
1j16,3.84,Ki=143uM
1utj,3.84,Kd=0.144mM
2k4i,3.84,Kd=143uM
3ck8,3.84,Kd=146uM
3lzz,3.84,Kd=146uM
3ril,3.84,IC50=146uM
4bt9,3.84,Kd=143.5uM
4ce2,3.84,Kd=144uM
4d9p,3.84,IC50=145uM
4kv9,3.84,Kd=146uM
5acw,3.84,Kd=145uM
1n1t,3.85,Ki=140uM
1n1v,3.85,Ki=140uM
1sre,3.85,Kd=0.14mM
1vcu,3.85,Ki=0.14mM
2vhq,3.85,Kd=140uM
2wzs,3.85,Ki=140uM
2yb0,3.85,Kd=140uM
3kqo,3.85,Kd=140uM
3mv0,3.85,Ki=0.14mM
3wq5,3.85,Ki=140uM
4ivk,3.85,Ki=140uM
4kiu,3.85,Ki=140uM
3lbz,3.86,Kd=138uM
3rtx,3.86,Kd=139uM
3spf,3.86,Ki=138uM
4bnt,3.86,IC50=137.69uM
4i9u,3.86,Kd=137uM
1aj7,3.87,Kd=135uM
1v16,3.87,Kd=134.8uM
2f6y,3.87,IC50=134.8uM
2y55,3.87,Ki=134uM
3g2l,3.87,Ki=135.9uM
3h03,3.87,IC50=135uM
3npa,3.87,IC50=136.4uM
3w5n,3.87,Kd=135uM
3wjw,3.87,Ki=134uM
4ab8,3.87,Kd=136uM
4ijl,3.87,Kd=135uM
4nbk,3.87,Kd=136uM
3dda,3.88,IC50=133uM
3si4,3.88,Ki=132.2uM
4mjp,3.88,Ki=131uM
4prb,3.88,Kd=131.5uM
5afk,3.88,IC50=132uM
1m0q,3.89,Ki=0.13mM
1xfv,3.89,Kd=130uM
2ctc,3.89,Ki=0.13mM
2x85,3.89,Kd=129uM
2xiz,3.89,IC50=130uM
3iae,3.89,Ki=0.13mM
3obx,3.89,Kd=130uM
3src,3.89,IC50=130uM
3ti1,3.89,IC50=130uM
3u4i,3.89,IC50=129uM
3umo,3.89,Ki=129uM
4aj4,3.89,Kd=130uM
4dgb,3.89,Kd=130uM
4dhn,3.89,IC50=128uM
4lqy,3.89,IC50=129uM
4nl1,3.89,Kd=130uM
4ufk,3.89,Ki=130uM
1avn,3.9,Kd=0.125mM
1exw,3.9,Ki=125uM
1slg,3.9,Kd=125uM
2gvv,3.9,Ki=125uM
2qw1,3.9,Ki=125uM
2rkm,3.9,Ki=125uM
2vhj,3.9,Kd=125uM
2vuk,3.9,Kd=125uM
2wor,3.9,Kd=125uM
2wos,3.9,Kd=125uM
2xel,3.9,IC50=126.6uM
2xpc,3.9,Ki=125uM
3wk7,3.9,IC50=127uM
3zj8,3.9,Ki=127uM
3zvw,3.9,Ki=125uM
4k5n,3.9,Ki=127uM
4kqq,3.9,IC50=126uM
4kqr,3.9,IC50=126uM
4men,3.9,IC50=125uM
4n9c,3.9,Kd=126uM
4qgi,3.9,Ki=125uM
5ai8,3.9,IC50=125.6uM
9icd,3.9,Kd=125uM
1kuk,3.91,Ki=0.124mM
2oei,3.91,Kd=124uM
2vte,3.91,IC50=122uM
3l5b,3.91,Kd=123uM
1ahx,3.92,Kd=120uM
1pr5,3.92,Ki=120uM
2l8r,3.92,Ki=119.3uM
2vth,3.92,IC50=120uM
2yim,3.92,Kd=120uM
3ap4,3.92,Kd=0.12mM
3fgc,3.92,Kd=120uM
3gk4,3.92,Kd=120uM
3uih,3.92,Kd=121uM
3zhf,3.92,Kd=120uM
4i2w,3.92,Kd=120.8uM
4pd7,3.92,Kd=120uM
1h5v,3.93,Ki=117uM
2a5b,3.93,Kd=117uM
2cbz,3.93,Kd=118uM
3jvk,3.93,Kd=118uM
3qi4,3.93,IC50=117.2uM
4dho,3.93,IC50=118uM
1v1m,3.94,Kd=115.0uM
1z3t,3.94,Kd=115uM
2h9n,3.94,Kd=115uM
2v3d,3.94,Ki=116uM
3bwk,3.94,Kd=0.114mM
3pp7,3.94,Ki=115.6uM
3t0m,3.94,IC50=116uM
4fcm,3.94,Kd=115uM
4hv3,3.94,IC50=115uM
4k3q,3.94,Kd=115.1uM
4kva,3.94,Kd=115uM
4rgd,3.94,Kd=113.9uM
2lo6,3.95,Kd=113uM
2xvn,3.95,IC50=112uM
3c0z,3.95,IC50=113uM
3fsj,3.95,Kd=0.113mM
3kze,3.95,Kd=112uM
4bi6,3.95,Kd=113.3uM
1mrs,3.96,Ki=110uM
1x9d,3.96,Kd=110uM
2ad5,3.96,Ki=110uM
2fpz,3.96,Ki=110uM
2kvm,3.96,Kd=108.4uM
2l1b,3.96,Kd=110uM
2odd,3.96,Kd=109.4uM
2vi5,3.96,Ki=110uM
2wec,3.96,Ki=110uM
3c39,3.96,Kd=109uM
3gt9,3.96,Ki=0.11mM
3h2a,3.96,IC50=108.9uM
3uxg,3.96,Kd=109uM
4ac3,3.96,IC50=110uM
4ce3,3.96,Kd=110uM
4gqr,3.96,Ki=110uM
4joj,3.96,Ki=110uM
4yyn,3.96,Kd=110uM
4zmf,3.96,Kd=110uM
5c3k,3.96,IC50=110uM
1ai6,3.97,Ki=0.107mM
1l5q,3.97,Kd=108uM
2flh,3.97,Kd=106uM
3fu6,3.97,IC50=106uM
4aa2,3.97,Ki=107uM
4ibg,3.97,Kd=108.0uM
4twy,3.97,IC50=108uM
1v11,3.98,Kd=104.8uM
2l7u,3.98,Kd=104uM
2uup,3.98,IC50=105uM
3b3c,3.98,Ki=105uM
4agm,3.98,Kd=105uM
4k5o,3.98,Ki=104uM
5c7f,3.98,IC50=105.6uM
1ax2,3.99,Kd=0.103mM
1rpf,3.99,Ki=103uM
2g8r,3.99,Ki=103uM
2q8y,3.99,Kd=102uM
3chg,3.99,Kd=102uM
4edu,3.99,Kd~102uM
4i7l,3.99,Kd=103uM
4u2y,3.99,IC50=102uM
4w53,3.99,Kd=102uM
1a7c,4.0,Kd<=100uM
1a86,4.0,IC50=101uM
1e5j,4.0,Ki=100uM
1fhr,4.0,Kd=100uM
1gfz,4.0,Ki=0.1mM
1j4k,4.0,Kd=100uM
1jyi,4.0,IC50=100uM
1kqb,4.0,Ki=0.1mM
1la3,4.0,Kd=100uM
1lgw,4.0,Kd=100uM
1mx1,4.0,Ki>100uM
1nu3,4.0,Ki=100uM
1s9v,4.0,IC50=100uM
1tlo,4.0,IC50=100uM
1tni,4.0,Ki=0.10mM
1utt,4.0,IC50>100uM
1wc1,4.0,Ki=0.1mM
1wc6,4.0,Ki=0.1mM
1z3c,4.0,IC50=100uM
2bow,4.0,Kd=100uM
2brp,4.0,IC50=100uM
2buv,4.0,Kd=100uM
2c8y,4.0,IC50=100uM
2j9l,4.0,Kd=100uM
2ja3,4.0,Kd=100uM
2kfx,4.0,Kd=100uM
2kp8,4.0,Kd=100uM
2ohr,4.0,IC50=100uM
2ot1,4.0,Ki=0.1mM
2qcg,4.0,IC50=100uM
2qrl,4.0,Ki=100uM
2rin,4.0,Kd=100uM
2whp,4.0,Kd=100uM
3a1c,4.0,Kd=0.1mM
3c4e,4.0,IC50=100uM
3fck,4.0,IC50=100uM
3ijh,4.0,Kd=100uM
3m8t,4.0,Ki=100uM
3qzt,4.0,Kd=99uM
3r9h,4.0,IC50>100uM
3r9o,4.0,IC50>100uM
3rpr,4.0,IC50>100uM
3rzb,4.0,IC50>100uM
3tvl,4.0,Kd<0.1mM
3vd9,4.0,Ki=0.10mM
4ai8,4.0,IC50>100uM
4ayw,4.0,Ki=0.1mM
4bcw,4.0,Ki>100uM
4cfu,4.0,IC50>100uM
4gjb,4.0,IC50>100uM
4gxs,4.0,IC50>100uM
4iz0,4.0,IC50=100uM
4l7g,4.0,IC50=99.3uM
4p6c,4.0,Ki=100uM
4tuh,4.0,IC50>100uM
4ucd,4.0,Kd=100uM
4umb,4.0,Ki=99uM
4usj,4.0,IC50=0.1mM
4wym,4.0,Kd=99.8uM
4ylu,4.0,IC50>100uM
5a5p,4.0,IC50=100uM
5akk,4.0,IC50=99.3uM
5bvk,4.0,IC50>100uM
1b42,4.01,Kd=97.9uM
1v2w,4.01,Ki=97.79uM
2aoi,4.01,Kd=96.7uM
2vtl,4.01,IC50=97uM
2xz5,4.01,Ki=98.3uM
3fzn,4.01,Kd=97uM
3kqw,4.01,Kd=97uM
3s3k,4.01,Kd=97.69uM
4eym,4.01,IC50=98747nM
5auz,4.01,IC50=98uM
2wvz,4.02,Ki=96uM
3as1,4.02,IC50=95uM
3ddb,4.02,IC50=95uM
3np7,4.02,IC50=95uM
3po1,4.02,Kd=95uM
3ztd,4.02,Kd=96.2uM
4k8a,4.02,Kd=95uM
1mv0,4.03,Kd=0.0933mM
2ohp,4.03,IC50=94uM
2q8m,4.03,Ki=94uM
2qrm,4.03,Ki=92.5uM
2rm0,4.03,Kd=94uM
2w0z,4.03,Kd=93.8uM
2x96,4.03,Ki=94uM
3bxh,4.03,Kd=94.34uM
3mt7,4.03,IC50=93.2uM
3ueo,4.03,Kd=94uM
4bi2,4.03,IC50=94.1uM
4kab,4.03,Kd=93uM
4msn,4.03,Ki=94uM
4pri,4.03,Kd=93.2uM
4wmv,4.03,Kd=93uM
1hi5,4.04,Ki=92uM
1l7x,4.04,Kd=92uM
1li2,4.04,Kd=91uM
2c02,4.04,Ki=92uM
4nmp,4.04,Kd=91.9uM
4ps0,4.04,Ki=92000nM
4y2v,4.04,IC50=91uM
1awi,4.05,Kd=90uM
1pwy,4.05,Ki=90uM
1r4w,4.05,Kd=90uM
1toi,4.05,Kd=0.090mM
1tuf,4.05,Ki=89uM
2rk7,4.05,Ki=89uM
3ck7,4.05,Kd=89uM
3d9n,4.05,Kd=90uM
3fjz,4.05,Ki=90uM
3isw,4.05,Kd=90uM
3n8k,4.05,Kd=90uM
3qx9,4.05,Kd=0.09mM
3thd,4.05,IC50=90uM
4xm6,4.05,IC50=90uM
4y32,4.05,IC50=90.1uM
